symbol,timestamp,volatility,volume_spike,price_change,range_pct,volume_ratio_prev,rsi,macd_line,macd_signal,macd_hist,macd_cross,sma_20,sma_50,sma_cross_20_50,ema_20_50_cross,adx,adx_plus_di,adx_minus_di,atr_pct,day_of_week,month,ret_1d,ret_5d,ret_20d,prediction_id,price_at_scan,volume_ratio,max_change_5d,gap_pct,short_percent
STLA,2026-07-27T22:45:03.735612-04:00,0.020664826628423033,1.631982566479387,0.012302314755260557,0.034722270513020466,1.2768974915692706,42.80581724679293,-0.17670982374975797,-0.2400678041091207,0.06335798035936274,0.0,0.008933296449797012,-0.11313662731083729,-1.0,0.0,23.57311386543923,26.14187763850736,33.59659376360359,0.03404141732462629,1.0,7.0,0.010526389758675148,-0.003460204186943594,0.03411131981415849,32,5.7,1.22,5.44,0.0,0.0
ORBS,2026-07-27T22:45:03.735612-04:00,0.04958949959166771,1.2609769410821505,-0.11555556693685376,0.06867663112552538,1.0441084448797475,37.96946984219542,-0.05716289377361439,-0.061443198327079965,0.004280304553465578,0.0,-0.08603795911596757,-0.2561489130047533,-1.0,0.0,16.836775346033274,17.290058701651063,28.297784948576954,0.10638724198167478,1.0,7.0,-0.03864732583901698,-0.07441857284482534,-0.1471428385316106,38,0.62,1.19,4.11,0.0,0.0
OWL,2026-07-27T22:45:03.735612-04:00,0.021575043655965607,0.8981490377020651,0.019750575500820267,0.0321101448097517,1.0193931765291337,59.29719609738772,0.06085077655643367,0.008968464464828647,0.05188231209160503,0.0,0.049197900490592916,0.03358905206322449,-1.0,0.0,11.249578282515424,23.460898058268125,19.75555962202255,0.036583792246412034,1.0,7.0,0.013429763465132138,0.0447284409944253,0.1514084380919889,39,9.68,0.77,1.34,0.0,0.0
BTG,2026-07-27T22:45:03.735612-04:00,0.027244087391297703,0.8661216253899555,0.01319259968853359,0.03385419722568933,1.2166708234914394,45.8027000682121,-0.08425597335844648,-0.11783637110534963,0.03358039774690315,0.0,0.0018262284777819104,-0.0748070578928467,-1.0,0.0,14.894647959222185,24.85356753311529,27.642032756449087,0.04316563094220725,1.0,7.0,-0.007751930820906638,0.00523559719267741,0.01319259968853359,40,3.87,0.66,0.0,0.0,0.0
BTE,2026-07-27T22:45:03.735612-04:00,0.023405866482964274,0.8407153881354638,-0.05424517798397732,0.04488773517821342,1.130038358955917,40.97930207951753,-0.03389304993509601,-0.05465975292228129,0.020766702987185283,0.0,-0.02610802985138383,-0.09639093505645657,-1.0,0.0,17.7892012658003,22.511335477125037,33.1148941246922,0.039048220667311666,1.0,7.0,-0.02905566155785122,-0.05200940643017726,0.0,41,4.13,0.64,6.3,0.0,0.0
SLNH,2026-07-27T22:45:03.735612-04:00,0.07073343941659645,0.5386559926460963,0.08928573519295568,0.09836065733954967,0.9812670570467131,44.27761372940957,-0.050853641309380526,-0.06595021459241361,0.015096573283033085,0.0,-0.01414139102203682,-0.17209552831247565,-1.0,0.0,13.761192985150917,18.80620918159622,25.079445040929606,0.11912134077117494,1.0,7.0,-0.008130073421291018,-0.10948903331099102,-0.1285713932952096,47,1.23,0.54,7.32,0.0,0.0
DGXX,2026-07-27T22:45:03.735612-04:00,0.05061944222029675,0.7734177665516383,-0.10049016055855398,0.10626705634785881,0.46201581139667336,31.86228689163275,-0.5121151091573113,-0.5347720020399085,0.0226568928825972,0.0,-0.14883745789873748,-0.3782295488092714,-1.0,0.0,35.51416649188972,13.273100567155943,34.004366314193476,0.12890759931787887,1.0,7.0,-0.044270792102905965,-0.1323876927315476,-0.3191094309457061,49,3.84,1.66,12.76,0.0,0.0
SOC,2026-07-27T22:45:03.735612-04:00,0.16956238407718602,0.2830590821048604,-0.05694760993242054,0.10869572478616905,0.8066814814814814,32.22084426160863,-1.165245222398652,-1.4877535250667517,0.3225083026680997,0.0,-0.01697734757123537,-0.5343920226260552,-1.0,0.0,54.14714941518189,11.50141466361623,34.69243881367478,0.14723083633124204,1.0,7.0,-0.059090959828746126,-0.01193321958282556,-0.40602582624012384,52,4.4,0.33,7.05,0.0,0.0
UEC,2026-07-27T22:45:03.735612-04:00,0.0340128759149161,1.0505514332333716,-0.0914341416311869,0.06355936526909932,1.172274842757944,39.871156566304734,-0.5244729503399377,-0.5968814225440097,0.07240847220407198,0.0,-0.05429777055315188,-0.1698763965525848,-1.0,0.0,27.44227160289203,15.411680583004687,30.076619047673297,0.06792727090452995,1.0,7.0,-0.04742686924980566,-0.011518388288440207,-0.12834721635409685,53,9.91,0.9,0.0,0.0,0.0
TDAY,2026-07-27T22:45:03.735612-04:00,0.017928113020366437,1.0770223993712458,0.02494062188172852,0.04750867230303283,0.779481970543423,57.24509377292235,0.09629206275996616,0.1351685709205947,-0.03887650816062854,0.0,0.010124670242979583,0.06220615341502578,1.0,0.0,14.41974109710279,16.097316161424022,16.656597465068483,0.03575963905534137,1.0,7.0,0.038507783232937465,0.007001216073897476,-0.002312081499577401,60,8.31,0.86,6.02,0.0,0.0
EDBL,2026-07-27T22:45:03.735612-04:00,0.13534934078083893,0.4878022783430802,-0.3017241225751015,0.2695473059240932,0.04310124528746127,25.903364266518395,-1.909008758584359,-2.1640103850793637,0.2550016264950048,0.0,-0.43068000391904115,-0.6998665992630335,-1.0,0.0,12.917655208018063,44.04274638651643,20.80575175053467,0.6262218129666715,1.0,7.0,-0.16494845529754187,-0.3249999635749383,-0.6687116490634555,64,2.91,11.53,7.9,0.0,0.0
FIEE,2026-07-27T22:45:03.735612-04:00,0.08718803594472202,0.7391689335258502,-0.12923079270582938,0.21201410629256573,0.03859836208979347,34.806595732077,-0.3969788371209013,-0.3601202760156342,-0.03685856110526714,0.0,-0.2197408609622168,-0.3591775926651013,-1.0,0.0,45.98465254726289,61.061008298048215,20.082975639677418,0.31468889567041125,1.0,7.0,-0.0870967707202287,-0.2203857205271953,-0.3261904637559465,66,3.1,19.88,4.52,0.0,0.0
REPL,2026-07-27T22:45:03.735612-04:00,0.09319579880801518,5.54109947704367,-0.45795339750102537,0.2775700342333434,2.840914466836976,23.612788455574417,-0.29661282566549296,0.24663572567298903,-0.5432485513384819,0.0,-0.4798376418448561,-0.4130232138956792,1.0,0.0,26.454843874971278,15.022853526466468,44.22382464021418,0.20534718601542334,1.0,7.0,-0.3800695441845704,-0.5136363723061301,-0.5223214289515603,68,8.63,2.31,21.21,0.0,0.0
